"C-ID","record_id","language","kind","words","characters","source","text_sha256"
"C-001","full-text","ru","editorial","308","2396","https://constitution.my/p/full-text?lang=ru","b02166983e3b26cf04c45f4aa3506b09d212a28c80a0079f9299c65a915edd2a"
"C-001","how-developed","ru","editorial","348","2988","https://constitution.my/p/how-developed?lang=ru","0e73e7fb717a09a0a551813d4f896d64e3b0551e37d697d796f59e59d4815d8c"
"C-001","constitution-how-to-read-simple","ru","editorial","225","1731","https://constitution.my/p/constitution-how-to-read-simple?lang=ru","673f7ab70435f147091545c4a66a155ec61251f3f8d7fd2a6838aa6ed0404112"
"C-001","why-update","ru","editorial","407","3367","https://constitution.my/p/why-update?lang=ru","8e87e4e22894d753dfbb4d466906a49ce35accb706aaea4c324e861461a121cc"
"C-001","constitution-levels-of-law","ru","editorial","262","2118","https://constitution.my/p/constitution-levels-of-law?lang=ru","6b8c688a11578aced239ee3683f8e45e35d630ce49a8b407f327cc32d72dfe07"
"C-001","what-is-constitution","ru","editorial","246","2065","https://constitution.my/p/what-is-constitution?lang=ru","eeb81d3f5d2f9cc82d9f7796017911cbc0e0d0d82d4c146d7156804991ed8bb7"
"C-001","key-changes","ru","editorial","503","4445","https://constitution.my/p/key-changes?lang=ru","e6b04c1cf953bbd101f759e98e2ed6cbb75197a9b4caa06d07b07b3f121b74a9"
"C-001","rights-limits","ru","editorial","341","2492","https://constitution.my/p/rights-limits?lang=ru","e8d70b46747e49792bf537a8c8715b0bb4722753ec5545ccda50f18873546e87"
"C-001","constitution-direct-effect","ru","editorial","204","1651","https://constitution.my/p/constitution-direct-effect?lang=ru","c635d9348abc98bf69b80aa86fd7873f6610223401351b6d3f7f482530b1a2e4"
"C-001","rights-obligations","ru","editorial","213","1897","https://constitution.my/p/rights-obligations?lang=ru","fcd55114c3b8d34b86c64f472e6a9419e8a77196bb49edee26d55eddd908305b"
"C-001","rights-digital","ru","editorial","322","2655","https://constitution.my/p/rights-digital?lang=ru","03e9ca4d2e024adc43665a5f777f48536b40308ca1eaff9fbd5e75b97499f5de"
"C-001","rights-emergency-regimes","ru","editorial","279","2084","https://constitution.my/p/rights-emergency-regimes?lang=ru","54a061eb1bb3d5bbb711ea62f66ce28ebd96c5531321cc0d6bcf5e9265cda994"
"C-001","rights-basic-list","ru","editorial","363","3135","https://constitution.my/p/rights-basic-list?lang=ru","0976f35508a29864b695f8ff690d03caec59898f55d9bfd1b6d3d8ebafbea187"
"C-001","life-personal-data-leaked","ru","editorial","251","2175","https://constitution.my/p/life-personal-data-leaked?lang=ru","76abd8e3de3b3f09ff2e883c263144ecf1823f2980046d772d2405e9c7f51d94"
"C-001","life-detained-by-police","ru","editorial","226","1773","https://constitution.my/p/life-detained-by-police?lang=ru","6bea842470212e77d0729a0bc47fc169884b7338603a57c31f5cc36260181268"
"C-001","rights-how-to-protect","ru","editorial","441","3442","https://constitution.my/p/rights-how-to-protect?lang=ru","95cbbd947ece84ad90e5a46c3cc2ebc58a3e2e2e8e20b959219c3c9e3feb7f6e"
"C-001","rights-detention","ru","editorial","218","1781","https://constitution.my/p/rights-detention?lang=ru","43ed4c5a7d3dbf8dbaa92bae733ed568f021192f04505e572e29bc3ae8ff78be"
"C-001","national-bank","ru","editorial","232","2067","https://constitution.my/p/national-bank?lang=ru","52d0fe89b20b9793ce91d5d3af065b7855ceadabb8d9fca2d77f253a8aff534d"
"C-001","government","ru","editorial","228","2242","https://constitution.my/p/government?lang=ru","83c4fc0b070f974194ccfd0139352cabf53746b80a360e146c3bd5b5de4eec4f"
"C-001","kurultai","ru","editorial","389","3360","https://constitution.my/p/kurultai?lang=ru","a1edc8fdcedeef61649ffbaca961befff63c4b018edb7ecb91a4e668e764f4d9"
"C-001","president","ru","editorial","281","2657","https://constitution.my/p/president?lang=ru","95a6dd15019dda70b444534c7682bfefaa43bed752bb8c62d8edd5f12df8d7e8"
"C-001","vice-president","ru","editorial","266","2301","https://constitution.my/p/vice-president?lang=ru","8c3a9290aeea986d0b399a7c19f07c867e2f5ec171be7e06585c5ed56fd979ab"
"C-001","local-government","ru","editorial","257","2276","https://constitution.my/p/local-government?lang=ru","3987c4680d00d4390bd1dca61d5f0d4e3dceec7c5e6bd93798537516bce167d7"
"C-001","prosecutor","ru","editorial","253","2011","https://constitution.my/p/prosecutor?lang=ru","47325bad07b66ae56e289a5379f6127511022a2e736d50eae2fd86735a0e5c7c"
"C-001","constitutional-court","ru","editorial","333","2793","https://constitution.my/p/constitutional-court?lang=ru","719bb60a6208e25d372050d5560eb27839d095137d2d0afb47e532c9e53fd452"
"C-001","local-maslikhat","ru","editorial","231","1882","https://constitution.my/p/local-maslikhat?lang=ru","7a0faa3a234ed6be7f121ae99fe2af235a8d97d0413a9e27a99f494e88fbf100"
"C-001","local-self-government","ru","editorial","229","1873","https://constitution.my/p/local-self-government?lang=ru","9e65e3ea6903767e9f9ab28cb48f146b2e6ac89b727bc5eb07215ead20d0e693"
"C-001","local-why-it-matters","ru","editorial","229","1824","https://constitution.my/p/local-why-it-matters?lang=ru","1f78b1b713e11a83a91a9c99dbf7bd934008a33bf1931a1cb95407bccbe91ba4"
"C-001","local-halyk-kenesi","ru","editorial","220","2024","https://constitution.my/p/local-halyk-kenesi?lang=ru","1f18fecce260a788197ce9627135634b8bca5fc664c6f7fd1f514c23293e6b43"
"C-001","local-citizen-participation","ru","editorial","255","2043","https://constitution.my/p/local-citizen-participation?lang=ru","36e5ba6a6775b4fa859fc4349e7cbc5258353a16654384994677478a81c092c2"
"C-001","local-akim-role","ru","editorial","217","1780","https://constitution.my/p/local-akim-role?lang=ru","b80abbb8b2484bab5d3120fbc7519d3b65e534716114cb8d3f6331d8ace4bf60"
"C-001","public-control","ru","editorial","257","2083","https://constitution.my/p/public-control?lang=ru","ebbde5a087d1c40f484e2252e688631d25f30023b1bbf5aa1b72004767d268e2"
"C-001","petitions","ru","editorial","257","2090","https://constitution.my/p/petitions?lang=ru","1a3d0032e9e4ea9548dfa2919b9767894d436fab469984c63eacdeb4c28589da"
"C-001","peoples-council","ru","editorial","270","2266","https://constitution.my/p/peoples-council?lang=ru","afc96fb7799bb3b42ad7d5ace0623d278e3ef699063874fdb7ef90876c9fd9a1"
"C-001","civil-society","ru","editorial","222","1937","https://constitution.my/p/civil-society?lang=ru","2f1ff8e1c924426b82dfaf2770accd8d6f06dcbb9cb43960a48e7b723ff21a44"
"C-001","practical-international-treaties","ru","editorial","206","1670","https://constitution.my/p/practical-international-treaties?lang=ru","c67196bc89f2653ef503761d528245e402d5276b324838fc1c3226869d64d287"
"C-001","practical-how-to-discuss","ru","editorial","233","1640","https://constitution.my/p/practical-how-to-discuss?lang=ru","61ad8e5a0a4557709a8c4f711575493ace28073b55b7c09f231518ed443ff91d"
"C-001","practical-what-changes-for-me","ru","editorial","249","2064","https://constitution.my/p/practical-what-changes-for-me?lang=ru","a41b8ae378d704d809ae9ed8ebe72a19960c5d4d13b4de236b366aaa2f949f18"
"C-001","practical-how-to-check-information","ru","editorial","251","2042","https://constitution.my/p/practical-how-to-check-information?lang=ru","837fb09fbd732e9c71ec75d461be2dbb64100425d15dbc3d8f64a8e5129f8185"
"C-001","life-fired-from-job","ru","editorial","386","3058","https://constitution.my/p/life-fired-from-job?lang=ru","80fbcf53143d6419feb0260e8fce566e5614ed1f7d798d2a126a2b809b4302e0"
"C-001","life-start-business","ru","editorial","234","1891","https://constitution.my/p/life-start-business?lang=ru","d0e053307127e1d8716fb3825551f45f8567b00459719f1e38e01c01b419382b"
"C-001","practical-property-and-business","ru","editorial","248","2115","https://constitution.my/p/practical-property-and-business?lang=ru","2c0929d12cc8e645e5462b917abad4b7612767d2a58458e5015ccc7c6f9445ae"
"C-001","life-child-school-refused","ru","editorial","372","2943","https://constitution.my/p/life-child-school-refused?lang=ru","cf9596b4011e4846bcc4e1ee74244208a0a63ccbdf127eff55a06ac71405be15"
"C-001","practical-education-health","ru","editorial","219","1846","https://constitution.my/p/practical-education-health?lang=ru","661af4619224e046ef25266c0e1ed4d9c8404e5d9b519792d6b7ed9c7a6e2e52"
"C-001","constitution-how-to-read","ru","editorial","245","1827","https://constitution.my/p/constitution-how-to-read?lang=ru","22f48f9255873b0832b36c8f7e775a408bcc120c020faf08559605acb9a0516a"
"C-001","constitution-reforms-2022","ru","editorial","369","3289","https://constitution.my/p/constitution-reforms-2022?lang=ru","1a8d101c1e58581aca6a9557a9aba975319cad247a5125bbb568f576455bbca6"
"C-001","constitution-history-1993","ru","editorial","224","1961","https://constitution.my/p/constitution-history-1993?lang=ru","8e01e6f8214fff436a5c27c29f8854ac8cc3be3fb30fcfaa90db47a536b59834"
"C-001","constitution-history-path-to-2026","ru","editorial","301","2605","https://constitution.my/p/constitution-history-path-to-2026?lang=ru","d2fa1c7f51c75bce0008da390ca2cc623f21c6b12bdc210d5459774d223fe3da"
"C-001","myth-halyk-kenesi-replaces-parliament","ru","editorial","110","946","https://constitution.my/p/myth-halyk-kenesi-replaces-parliament?lang=ru","bafc3c2e466f7d3e640e5e738a2f5a192e68b1e551c07ffb97db1ea0b4144903"
"C-001","myth-kurultai-same-as-mazhilis","ru","editorial","148","1149","https://constitution.my/p/myth-kurultai-same-as-mazhilis?lang=ru","1dfbe7e097f1d27739cdf895981f000b044a290d0b42b407d444faa1014be22c"
"C-001","myths-constitution-doesnt-work","ru","editorial","282","2293","https://constitution.my/p/myths-constitution-doesnt-work?lang=ru","14d66c1f36ca5e78b7d26375a58fcf19d105eca4634658b2002b0554ad0bda20"
"C-001","myth-constitution-solves-everything","ru","editorial","156","1208","https://constitution.my/p/myth-constitution-solves-everything?lang=ru","ea1de3a93e21cbf7eef5603f1166783c4319d2c64aac8a68d90e5912a3d44b16"
"C-001","myths-rights-vs-duties","ru","editorial","208","1582","https://constitution.my/p/myths-rights-vs-duties?lang=ru","50509ab1a60f247846b9e6055ac3e0f3671b8e182f601991d6a28cdd5dfa3bae"
"C-001","myth-any-constitution-good","ru","editorial","235","1785","https://constitution.my/p/myth-any-constitution-good?lang=ru","3c88e8dc1800cecd1c6ea87a9998736528da0c550a5a4c9b6dd11f840d59296b"
"C-001","myths-law-vs-constitution","ru","editorial","293","2231","https://constitution.my/p/myths-law-vs-constitution?lang=ru","aeb172877d94f5afc4a7d7f900ff57fc5cbdc4d204bf021096c34f40bc779755"
"C-001","law-on-kurultai","ru","editorial","167","1286","https://constitution.my/p/law-on-kurultai?lang=ru","d76b4d74ad280d5d40364f44efa74b5defb2f2652d643f8d0343a4c17b8c09fe"
"C-001","law-on-constitutional-court","ru","editorial","186","1485","https://constitution.my/p/law-on-constitutional-court?lang=ru","2f44f95e012d73b806a7325138bf62a9f59300e17fa0aa8e50e90e0a55fc105a"
"C-001","halyk-kenesi-how-formed","ru","editorial","160","1373","https://constitution.my/p/halyk-kenesi-how-formed?lang=ru","4c151aceccc9e9ad4216f92725835d74e168ac2222c7780c9bfcda8354ce6274"
"C-001","vice-president-when","ru","editorial","179","1468","https://constitution.my/p/vice-president-when?lang=ru","14ee68c8c4dbfef9ae723e809adb6f0f6091f8c8b169170a134cfa276dfab7d3"
"C-001","transition-new-institutions","ru","editorial","240","1820","https://constitution.my/p/transition-new-institutions?lang=ru","b7d29954af5c071a0dcc14a33ede19b832f891df5c072c631477b91384f29728"
"C-001","transition-kurultai-elections","ru","editorial","202","1584","https://constitution.my/p/transition-kurultai-elections?lang=ru","3df0f1bffe8576e3e3f4571206e64e88fe1e499091194e8ef13ebaee0bbd5626"
"C-001","constitutional-laws-june-2026","ru","editorial","284","2221","https://constitution.my/p/constitutional-laws-june-2026?lang=ru","b5f5ea9f2cbd99286a0ac75e1a61f550bd310ff942ed175b64026dc6593bf565"
"C-001","transition-period-overview","ru","editorial","317","2228","https://constitution.my/p/transition-period-overview?lang=ru","948a7686698241b33fdf37daaed0bd508b58c7e0c18fd90c00ee7e96f04c2a25"
"C-001","constitutional-court-term-counting-july-2026","ru","editorial","178","1304","https://constitution.my/p/constitutional-court-term-counting-july-2026?lang=ru","93ecd8df7f2b4f88d2fb717cd3b1bd45b9ba2f3f3a7d7a00e39ad25f210ec7ac"
"C-001","kurultai-vs-mazhilis","ru","editorial","192","1565","https://constitution.my/p/kurultai-vs-mazhilis?lang=ru","d85ef7925da3356bf09653c5e1a93224104188642b051e84f2a3f5ee43cecc96"
"C-001","law-on-president","ru","editorial","142","1208","https://constitution.my/p/law-on-president?lang=ru","c0296e25730784c56f46cf4a10d8eb6566c2c66f6bb8dd56787437c5991df07a"
"C-001","vice-president-new-institution","ru","editorial","186","1511","https://constitution.my/p/vice-president-new-institution?lang=ru","d3af11585103c2ec620dbbc88deee2f3eba4986c86d96c5bc9e385e62bb33650"
"C-001","kurultai-election-2026","ru","editorial","228","1705","https://constitution.my/p/kurultai-election-2026?lang=ru","32de9a28e3e981279f2c6cdd0d6719e4fe899c6e1d08ab9de07fd4a0382c5ca0"
"C-001","when-new-laws-take-effect","ru","editorial","203","1499","https://constitution.my/p/when-new-laws-take-effect?lang=ru","ad5424658023f1057ffa3a5718d7f71f5116b933958d2de42877e4e88270c3dd"
"C-001","transition-what-changes-july","ru","editorial","518","4056","https://constitution.my/p/transition-what-changes-july?lang=ru","feb1099fdf92d54ab137d3c60b4cb8160d9fbce224437f8cd7046271d9296d2a"
"C-001","kurultai-how-formed","ru","editorial","172","1347","https://constitution.my/p/kurultai-how-formed?lang=ru","b2f8c8d84ed0c0d339c6438d26f1b2f4db5690ab8780369dad27a6f3c233c791"
"C-001","digital-rights-how","ru","editorial","196","1549","https://constitution.my/p/digital-rights-how?lang=ru","a76a51a6f1ac30a57c1eacadad5a8361493c701df92bb4f9a4c2ab78be46c8c4"
"C-001","referendum-observers","ru","editorial","202","1687","https://constitution.my/p/referendum-observers?lang=ru","1bf585422f9ea2b68793cd413d0ba7f0e75ab21b431cb5aea60ef8feb2bcffec"
"C-001","referendum-why-important","ru","editorial","213","1770","https://constitution.my/p/referendum-why-important?lang=ru","9fbb47433c0b227e676578ab44d69d252bab1ce246b157592ba059aa3c612b3f"
"C-001","referendum-question-text","ru","editorial","202","1574","https://constitution.my/p/referendum-question-text?lang=ru","82cb01c79f9f383a85fca3dee99f3b80109e81aa731442251c091ce3fd1ee60c"
"C-001","referendum-after-vote","ru","editorial","238","1743","https://constitution.my/p/referendum-after-vote?lang=ru","d734957bf91fff2d5e242baf7213cf6de2d952eb3f96e5316f7852bd3fc3a6e9"
"C-001","referendum-what-is","ru","editorial","204","1619","https://constitution.my/p/referendum-what-is?lang=ru","22adcb97eeef8afefcc81c0f45bcf622bd9aa76d372c32eb63631b8275a7ea88"
"C-001","referendum-what-can-be-asked","ru","editorial","182","1568","https://constitution.my/p/referendum-what-can-be-asked?lang=ru","120a7429ab4b74c88e9415aa78bfbd4de8064b10fe46562d98f31022198a193d"
"C-001","referendum-turnout-threshold","ru","editorial","266","1883","https://constitution.my/p/referendum-turnout-threshold?lang=ru","7ce88df93ecc277e97c30512ee80925722da4cf2710581f6a8202034cff9542b"
"C-001","referendum-campaigning-rules","ru","editorial","192","1648","https://constitution.my/p/referendum-campaigning-rules?lang=ru","64b36e874d22249c2ec6e5552acb91bde6faf14f380e493c158287abbf9211c9"
"C-001","practical-entry-into-force","ru","editorial","248","1872","https://constitution.my/p/practical-entry-into-force?lang=ru","c418c8bde840f94cc61fdea986bd6b928bed94611da916ce18f54250c2420f4a"
"C-001","practical-where-to-ask","ru","editorial","206","1643","https://constitution.my/p/practical-where-to-ask?lang=ru","265903d973c81f98b423ee76fdcb0c990d796afba69acbe90dc0802bb768cde9"
"C-001","practical-why-read-before-vote","ru","editorial","224","1643","https://constitution.my/p/practical-why-read-before-vote?lang=ru","1c7a90c0be693108995d91f911ee18b6f959ad97d32621a1ef00dc3e018158d2"
"C-001","constitution-history-1995","ru","editorial","305","2495","https://constitution.my/p/constitution-history-1995?lang=ru","189ab817ef4075afac53fb512464002a65c253d5de866877eb7aa4bafc5aed4f"
"C-001","referendum-myth-change-next-day","ru","editorial","319","2311","https://constitution.my/p/referendum-myth-change-next-day?lang=ru","0de3340d5a0e6077645885b85a1387017eac970e3ae9e29b62bf9f739366c2f7"
"C-001","myths-constitution-always-good","ru","editorial","267","2124","https://constitution.my/p/myths-constitution-always-good?lang=ru","aa5750976fad92358e8e607141853a7885f0e0edb0b960ea96f31b5bdaf572a4"
"C-001","referendum-myth-one-question","ru","editorial","211","1564","https://constitution.my/p/referendum-myth-one-question?lang=ru","e15832ab0f74afaf5f972e5e2bc61b8fe2c0a24cbc1f4d175281453e090b51af"
"C-001","referendum-myth-boycott","ru","editorial","301","2088","https://constitution.my/p/referendum-myth-boycott?lang=ru","78f76ce0f2ddcb92f1a67343cd607285e3be839fceba27f4610d08b8d1e71c47"
"C-001","myths-referendum-vs-parliament","ru","editorial","250","2060","https://constitution.my/p/myths-referendum-vs-parliament?lang=ru","ba4fb290310131033ea50d41154730a0843a4e09c77cbdb8a0966b5c56caa2f9"
"C-001","what-changed-after-vote","ru","editorial","284","2032","https://constitution.my/p/what-changed-after-vote?lang=ru","2359eb5454efe4697acbe65097c2c606eea6e1a1a4a21a74a52e7ce950d00a52"
"C-002","1","ru","editorial","69","571","https://constitution.my/api/glossary?lang=ru","b2ec642c3768b27d605303640f442ba4589598dec64770e2bb7269b7cf4e4cf6"
"C-002","2","ru","editorial","75","523","https://constitution.my/api/glossary?lang=ru","5780d4226d4d1ae27f5395cb1dc7b7c2573b006ca54fe8326b7471eb32502723"
"C-002","3","ru","editorial","64","546","https://constitution.my/api/glossary?lang=ru","895c1d4e2208b76060bef5ecb40ccfe911dde4cf02c5ce51178759b0e74e60aa"
"C-002","4","ru","editorial","65","618","https://constitution.my/api/glossary?lang=ru","10bff758131f059076b05ead1e4ceb138d375e804e596e304212f5ef6d2844ea"
"C-002","5","ru","editorial","45","397","https://constitution.my/api/glossary?lang=ru","498068d5e1552f4f661b0bfda82f889c2a8dada025dc43b509f6fbe910c0224a"
"C-002","6","ru","editorial","61","490","https://constitution.my/api/glossary?lang=ru","bfa298203e4a8b4d66e84d80e9b07c79e4c6978941ca46f9f92a4ae03ffe06eb"
"C-002","7","ru","editorial","52","492","https://constitution.my/api/glossary?lang=ru","ef3d7464c8d3ef1c3300b83f6c412f5d9fb76322dfa9963914bf96ead58767f0"
"C-002","8","ru","editorial","55","437","https://constitution.my/api/glossary?lang=ru","f62dc98b907786a4f28fd2f80a8e2d5253fe7d7b7ec646bf05f0a33faffd3cb8"
"C-002","9","ru","editorial","59","467","https://constitution.my/api/glossary?lang=ru","ceaa84ca2095bfdf24453d7bed45441251590490e13c3d416e151a852433e06b"
"C-002","10","ru","editorial","54","448","https://constitution.my/api/glossary?lang=ru","c306d97aba95c784abdfd328af977dfbdd1bc376bc58b367faeca691aba728ee"
"C-002","11","ru","editorial","38","333","https://constitution.my/api/glossary?lang=ru","60b19a4828d648bf9022bf4fc0620096fb440a0c23e791d69fb96e53f9b80cc8"
"C-002","12","ru","editorial","56","493","https://constitution.my/api/glossary?lang=ru","d10d173f701ffc11cd2193a7d5561c28793bcabbeb3781455f36c84625322dc0"
"C-002","13","ru","editorial","50","413","https://constitution.my/api/glossary?lang=ru","719368a79a4ae6a7753b87dcacf640981568516c275f41cca59ce7895f45bf38"
"C-002","14","ru","editorial","53","463","https://constitution.my/api/glossary?lang=ru","24c69900b153cf2ec2fedd8bbb14277095ca441d45ad005a0d9be290654f881f"
"C-002","15","ru","editorial","51","450","https://constitution.my/api/glossary?lang=ru","ba0a19bc416f5694aac4153cdf3b2c20e5794e78f9e9fd24ce9d1ae6d82bd4ed"
"C-002","16","ru","editorial","52","425","https://constitution.my/api/glossary?lang=ru","c8cb0e5f7b22a4a8e62896ddd62a0f52e8bb017b7da44092c43cc63f2ab4598d"
"C-002","17","ru","editorial","45","401","https://constitution.my/api/glossary?lang=ru","be0e6165123688a3378449ff78a44e0a43f3a12fc9d4f9a8c52f97847294f49b"
"C-002","18","ru","editorial","54","464","https://constitution.my/api/glossary?lang=ru","a2ce86f631a897af78f9f5b045946d9ce43143f71fd6987f4a44ab7383b07729"
"C-002","19","ru","editorial","52","478","https://constitution.my/api/glossary?lang=ru","ebe7ae5d00fbcc4aca6599dcff1063a12193fed5a0b47a173093d593ac8bb80b"
"C-002","20","ru","editorial","55","460","https://constitution.my/api/glossary?lang=ru","914f2954bf2f327486783670203685b143a2c4c9607a7fadbdbe73067f4bbdb0"
"C-002","21","ru","editorial","56","427","https://constitution.my/api/glossary?lang=ru","76a40d761bb18062633568b91de0f33c534bc32299e186cff6df6009182b8400"
"C-002","22","ru","editorial","45","383","https://constitution.my/api/glossary?lang=ru","87392d40f8a47167208fb4b841ee6dc3dfb459c2fbe4adec596ec91824d96d76"
"C-002","23","ru","editorial","48","440","https://constitution.my/api/glossary?lang=ru","d7147ccac4b2bebcba02f3916503ea496945c2efc10bc0eb8239c8268dce6406"
"C-002","24","ru","editorial","45","376","https://constitution.my/api/glossary?lang=ru","243f9d6c63ff7af656fcd3edc1a96355f792e2d514ec5ecf3cd00d3a677884b1"
"C-002","25","ru","editorial","48","425","https://constitution.my/api/glossary?lang=ru","111da33d30cde791daaf06e5b75b19391dc24e937790f802cca9491f131b2c6d"
"C-002","26","ru","editorial","56","466","https://constitution.my/api/glossary?lang=ru","b3010f215460dfe9dbe87b7e7d8f81950070e26e4d1b3107f76a9a786c59e96b"
"C-002","27","ru","editorial","49","424","https://constitution.my/api/glossary?lang=ru","52076a2a491f747d5a59f6784fcc26610b21e0418d3b508e729835b61979c488"
"C-002","28","ru","editorial","51","425","https://constitution.my/api/glossary?lang=ru","39e9da397bd1349c86022403db44317ee3e741c4177e7274ccffef5b22d6c6e3"
"C-002","29","ru","editorial","51","466","https://constitution.my/api/glossary?lang=ru","71351d1add18113925b279a803803cbab2757e6c889efa789f17e14d68629b8d"
"C-002","30","ru","editorial","48","492","https://constitution.my/api/glossary?lang=ru","4e63507e22470a4cbc2a38f72712bc54e17f7f5f4d6b9a9f42325b8b5406b7de"
"C-002","31","ru","editorial","55","500","https://constitution.my/api/glossary?lang=ru","5d81e31f7d7267d2d8d56a37b7d728f6aa43ba24eb45c8e1a46835b1f75fb9c0"
"C-003","parliament","ru","editorial","45","385","https://constitution.my/compare/data.json?lang=ru","a01c1307b232632bf75ddd48995fed027a5b74d44cd4fbccde907c36a6463b0b"
"C-003","vice_president","ru","editorial","42","410","https://constitution.my/compare/data.json?lang=ru","55fba02ba18d13a295b62f35632b24adf908f0f6ab79a49de220ac1412883349"
"C-003","president_term","ru","editorial","55","409","https://constitution.my/compare/data.json?lang=ru","750958e651d492277f0fa499624acdfa31e5b24d1074b7f94cbb49d7ba6387b1"
"C-003","government_formation","ru","editorial","69","668","https://constitution.my/compare/data.json?lang=ru","b87bae46687fe3ff4a7d9d795d4d2818ed6b0bd91f5a60b0abb3efc580d5a22e"
"C-003","digital_rights","ru","editorial","61","472","https://constitution.my/compare/data.json?lang=ru","1a5cee8a380264affd2ec10efff11360c77ae372c4936686a8445e6e0f70cd8d"
"C-003","detention","ru","editorial","47","297","https://constitution.my/compare/data.json?lang=ru","d58981419f385f3f552198c15af0a08f432166b7e9405ea0c3181665dbf08ae2"
"C-003","miranda","ru","editorial","46","342","https://constitution.my/compare/data.json?lang=ru","8703ca74a429f8be5759f6715f1a4458e98d0ca260c69ea321d9ec07ee594698"
"C-003","presumption_innocence","ru","editorial","60","496","https://constitution.my/compare/data.json?lang=ru","73acece54b17ea7070eae47f91372fd7e3585137c7b5b4cb0f92496cc799dfca"
"C-003","compensation","ru","editorial","52","431","https://constitution.my/compare/data.json?lang=ru","6cce07c4a6eead7b0f3327a1d44037d21a38450d0c11ce39791595e17da6b0b5"
"C-003","constitutional_court","ru","editorial","52","453","https://constitution.my/compare/data.json?lang=ru","adf75df88bf62cd35a302e6be6eb5278a37174ac6519805cd1e1ad044ad7c9f3"
"C-003","fair_trial","ru","editorial","51","445","https://constitution.my/compare/data.json?lang=ru","f478ccadf1744158bc6b07cc9acfa617ff25d3c84ee7591c74e4b0c8a824045f"
"C-003","peoples_council","ru","editorial","50","460","https://constitution.my/compare/data.json?lang=ru","bfbd68eb4083913d91e6a8804ea9699ec2f82fb0b91da3c798debdd853a4c032"
"C-003","petitions","ru","editorial","70","553","https://constitution.my/compare/data.json?lang=ru","4292962cdb2048ea585f9f9b14c8f966b367962c123515f2ce2738427704ea96"
"C-003","referendums","ru","editorial","47","424","https://constitution.my/compare/data.json?lang=ru","2a884687e1e1710bc939b678c8f374903150377546ea6157fdbe857a4e132134"
"C-003","freedom_speech","ru","editorial","78","675","https://constitution.my/compare/data.json?lang=ru","1eda9282d780f8f2737fc1a040f789937545029fae6aa58f37dd770db9f8914b"
"C-003","associations","ru","editorial","79","704","https://constitution.my/compare/data.json?lang=ru","b12f5264498ebb7a1c4092385ee3bfdfea9092b5577f1fb69c675f819f95b40c"
"C-003","assembly","ru","editorial","68","542","https://constitution.my/compare/data.json?lang=ru","2dfe3091ec74960ea28dc633560bfb2a2b0ee9a51b5be5b7b04bd2df8825d11d"
"C-003","treaty_priority","ru","editorial","62","617","https://constitution.my/compare/data.json?lang=ru","124feef43d00af0ff57045aa2044296a0d3376055ea4185095d9382dd2a57119"
"C-003","sovereignty_language","ru","editorial","58","558","https://constitution.my/compare/data.json?lang=ru","b426fc129f68dd034f1c980216865bd8cd2d4ba13d206878b88191a45335258a"
"C-003","education","ru","editorial","47","468","https://constitution.my/compare/data.json?lang=ru","628ad8319515fb0ae0fc36220242e5faee0600d0aba9e7aa4a49f3409534bd38"
"C-003","healthcare","ru","editorial","47","420","https://constitution.my/compare/data.json?lang=ru","71b7fd4702a6fc52e27c38a56a1a9f66ea3c77a239d32e3265a7ce4736e4b224"
"C-003","ecology","ru","editorial","58","519","https://constitution.my/compare/data.json?lang=ru","c6497cc9da82b3ba89c4c86db7f84b75e051200ec0ce3247a826c11734364eb1"
"C-003","preamble","ru","editorial","61","501","https://constitution.my/compare/data.json?lang=ru","29b7dba3ac855738230d99912f8f176c4e4f57c36ae5748552014b46cec8d383"
"C-003","language","ru","editorial","58","489","https://constitution.my/compare/data.json?lang=ru","f4306519e56807cd48153adc5f1d111e12c1579b2bc4018eb36b85a6616be3a3"
"C-003","citizenship","ru","editorial","85","729","https://constitution.my/compare/data.json?lang=ru","e40512519b6001b5f822879294a230c9f9f7d96611811f2585769b86e1ca9914"
"C-003","marriage","ru","editorial","53","450","https://constitution.my/compare/data.json?lang=ru","f0c7b15c58b893e5db4de7980a124730e9951506ce1cdd0f40c498432bbebdc8"
"C-004","status","ru","editorial","81","574","https://constitution.my/tasks/status?lang=ru","5e34f9060210abbf99d720d4ed5504d46158b4b92b758633dd562fa56dbdf193"
"C-004","source","ru","editorial","72","542","https://constitution.my/tasks/source?lang=ru","e87d76f8e6488fe28c030e09a5181dde335db6e8bcda771d56182abad8077cc3"
"C-004","brief","ru","editorial","67","533","https://constitution.my/tasks/brief?lang=ru","643103a7b8897a306132521d27e23399ed93df5851aaba67a14c7ae949380d43"
"C-004","remedy","ru","editorial","152","1132","https://constitution.my/tasks/remedy?lang=ru","4b61f0b25dd8270f961b9ec018015a668123760031f121064809daf8401242de"
"C-004","participation","ru","editorial","177","1399","https://constitution.my/tasks/participation?lang=ru","e141207368bbc687b8528331ab6aa8bfddcbc2aa0a6931fa4ca0c87700eb4580"
"C-004","access","ru","editorial","178","1381","https://constitution.my/tasks/access?lang=ru","52ef7536d3247ff98bcb3a3c97acb09dc821b71adcc568aba1cdacfefc287458"
"C-004","school","ru","editorial","142","1054","https://constitution.my/tasks/school?lang=ru","2382200b38f657db7cd3baa8f281964d31fe134d30283ed8e05cf004d815a15d"
